FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18
20101,KS,Lane County,38.481286,-100.466185,2.4,59240,32.8
20109,KS,Logan County,38.91327,-101.157407,2.6,50267,29.4
20129,KS,Morton County,37.18525,-101.809516,4.4,53785,30.8
20133,KS,Neosho County,37.564283,-95.315683,28.9,46176,31.4
20151,KS,Pratt County,37.647594,-98.74012,13.1,52567,24.8
20153,KS,Rawlins County,39.786198,-101.076738,2.4,46638,30.4
20165,KS,Rush County,38.523592,-99.309183,4.6,44121,26.8
20183,KS,Smith County,39.78466,-98.78543,4.3,41899,36.6
20189,KS,Stevens County,37.202356,-101.315796,7.9,58817,28.6
20195,KS,Trego County,38.921302,-99.865423,3.4,48520,30.6
20199,KS,Wallace County,38.926626,-101.771103,1.6,51350,27.1
20201,KS,Washington County,39.776714,-97.095611,6.5,48104,37.6
20203,KS,Wichita County,38.481922,-101.347434,3.1,59800,29.2
20207,KS,Woodson County,37.888484,-95.757553,6.6,43894,36.5
21019,KY,Boyd County,38.360004,-82.681406,309.9,48020,32.5
21127,KY,Lawrence County,38.074459,-82.738305,38.2,36667,42.9
21149,KY,McLean County,37.530575,-87.262931,37.8,48080,41.3
21155,KY,Marion County,37.552247,-85.269242,57.8,45661,42.7
21201,KY,Robertson County,38.513826,-84.063757,22.8,45146,33.8
21203,KY,Rockcastle County,37.36122,-84.314419,53.9,37732,43.6
21219,KY,Todd County,36.840338,-87.183642,33.3,51027,38.8
22075,LA,Plaquemines Parish,29.402337,-89.298489,29.5,58643,34.5
25019,MA,Nantucket County,41.305878,-70.14191,226.2,97525,18.4
26009,MI,Antrim County,45.005457,-85.175625,49.6,56456,32
26013,MI,Baraga County,46.696068,-88.356022,9.9,43435,43.4
26063,MI,Huron County,43.907616,-82.857045,39.6,45817,42.2
26067,MI,Ionia County,42.94465,-85.073766,111.9,61667,39.6
26083,MI,Keweenaw County,47.681981,-88.148802,4,51641,32.8
27069,MN,Kittson County,48.77604,-96.780349,4.1,54438,38.1
27121,MN,Pope County,45.589623,-95.446705,16.4,60975,32.6
27143,MN,Sibley County,44.575734,-94.230123,25.9,66209,39.2
27155,MN,Traverse County,45.76984,-96.475049,6.2,49773,34.6
28007,MS,Attala County,33.09047,-89.588622,26.6,36761,31.3
28069,MS,Kemper County,32.750136,-88.625631,13.6,33437,37.5
28123,MS,Scott County,32.427127,-89.533209,46.4,38034,35.5
28127,MS,Simpson County,31.902503,-89.917707,46.7,38173,33.2
28163,MS,Yazoo County,32.765675,-90.387928,30.4,33111,37.2
29035,MO,Carter County,36.944783,-90.945626,12.3,34134,37.3
29067,MO,Douglas County,36.946517,-92.515892,16.8,36762,44.5
29129,MO,Mercer County,40.421414,-93.567631,8.3,46014,46.9
29195,MO,Saline County,39.13584,-93.204164,30.9,43776,39.4
29227,MO,Worth County,40.480482,-94.419129,8.1,43119,42.1
30011,MT,Carter County,45.516825,-104.515324,0.3,47985,36.2
30017,MT,Custer County,46.261481,-105.550508,3.1,50525,29.7
30019,MT,Daniels County,48.794429,-105.541739,1.2,44659,38.2
30025,MT,Fallon County,46.318184,-104.405718,1.8,62029,35.7
30033,MT,Garfield County,47.281174,-106.982212,0.3,44580,41.6
30037,MT,Golden Valley County,46.380624,-109.174586,0.8,38782,40
30045,MT,Judith Basin County,47.032558,-110.30532,1.1,50197,33.4
30051,MT,Liberty County,48.559654,-111.036924,1.6,42742,23.8
30067,MT,Park County,45.421905,-110.532798,5.6,61044,31.6
30069,MT,Petroleum County,47.141917,-108.226575,0.3,41009,40.5
30075,MT,Powder River County,45.40889,-105.555259,0.5,47378,28.4
30077,MT,Powell County,46.844225,-112.9311,3,48966,37.1
30079,MT,Prairie County,46.852434,-105.375808,0.7,42754,38.3
30081,MT,Ravalli County,46.079298,-114.119065,16.8,50055,30.3
30085,MT,Roosevelt County,48.282747,-104.99517,4.4,40179,34.6
30089,MT,Sanders County,47.756469,-115.180225,4.1,39861,42.7
30103,MT,Treasure County,46.209636,-107.280494,0.7,50774,35.6
30109,MT,Wibaux County,46.962866,-104.274466,1.1,49532,40.6
31007,NE,Banner County,41.53975,-103.726263,0.9,53865,29.2
31009,NE,Blaine County,41.92523,-99.990771,0.7,44467,31.8
31017,NE,Brown County,42.34939,-99.923176,2.6,46191,40.8
31027,NE,Cedar County,42.604511,-97.256824,12,64570,35.2
31035,NE,Clay County,40.523669,-98.05105,11.4,56259,32.7
31037,NE,Colfax County,41.574675,-97.089455,25.5,55787,29.6
31057,NE,Dundy County,40.180165,-101.681133,2.2,48574,22.3
31065,NE,Furnas County,40.191991,-99.909661,6.9,49685,33.2
31069,NE,Garden County,41.659381,-102.328229,1.2,39192,31.3
31071,NE,Garfield County,41.905572,-98.922998,3.6,46245,30.5
31073,NE,Gosper County,40.509838,-99.824078,4.5,59722,35.1
31075,NE,Grant County,41.915867,-101.756875,0.8,56724,37.1
31083,NE,Harlan County,40.178766,-99.403418,6.2,49321,29.1
31085,NE,Hayes County,40.535786,-101.05558,1.4,47047,26.6
31087,NE,Hitchcock County,40.176896,-101.044217,4.1,43880,37.5
31097,NE,Johnson County,40.395457,-96.268562,13.9,52401,42.2
31103,NE,Keya Paha County,42.87548,-99.718351,1.1,48429,35.6
31105,NE,Kimball County,41.199155,-103.711105,4,46986,33.8
31113,NE,Logan County,41.542156,-100.443665,1.3,55531,28
31115,NE,Loup County,41.897714,-99.509764,1.1,47797,35.4
31129,NE,Nuckolls County,40.176492,-98.046842,7.8,46954,38.6
31165,NE,Sioux County,42.483806,-103.742605,0.6,50861,31
31171,NE,Thomas County,41.84862,-100.506911,0.9,48275,29.3
31175,NE,Valley County,41.564094,-98.983484,7.5,48604,36.3
32009,NV,Esmeralda County,37.778966,-117.632382,0.2,50179,42.3
32033,NV,White Pine County,39.417804,-114.900945,1.1,58942,37.9
35003,NM,Catron County,33.901814,-108.392097,0.5,34777,42.9
35011,NM,De Baca County,34.351429,-104.401527,0.9,35087,39.7
35021,NM,Harding County,35.863152,-103.829931,0.3,37544,32.9
35028,NM,Los Alamos County,35.870047,-106.307968,164.4,124947,9.9
35047,NM,San Miguel County,35.476876,-104.803515,6.2,35292,26.3
36005,NY,Bronx County,40.848711,-73.852939,32903.3,38566,27.6
36047,NY,Kings County,40.635133,-73.950777,35369.2,60862,25.6
36061,NY,New York County,40.776557,-73.970174,69468.4,84610,12.4
36081,NY,Queens County,40.658557,-73.837929,20553.6,68432,27.6
36085,NY,Richmond County,40.563855,-74.137063,8030.3,79719,30.9
36121,NY,Wyoming County,42.701363,-78.228567,71.1,57709,40.7
37005,NC,Alleghany County,36.489356,-81.132299,47.5,39735,29.5
37011,NC,Avery County,36.072894,-81.920363,72,41701,29.7
37059,NC,Davie County,35.929356,-80.542542,156.1,60801,31.4
37137,NC,Pamlico County,35.147462,-76.665069,39.1,46447,30.3
37173,NC,Swain County,35.568849,-83.465614,26.5,43121,31.1
38007,ND,Billings County,47.009283,-103.364924,0.7,76235,32
38021,ND,Dickey County,46.107756,-98.496518,4.7,53286,28.2
38029,ND,Emmons County,46.284255,-100.237842,2.4,47976,36
38037,ND,Grant County,46.357827,-101.639049,1.4,41295,37.3
38041,ND,Hettinger County,46.434939,-102.458385,2.2,51455,35.3
38065,ND,Oliver County,47.118079,-101.33142,2.6,68243,31.7
38075,ND,Renville County,48.712782,-101.658152,2.8,60205,33.8
38091,ND,Steele County,47.458288,-97.718895,2.8,66929,29.2
40003,OK,Alfalfa County,36.729703,-98.323445,6.5,52952,39.1
40025,OK,Cimarron County,36.755276,-102.508735,1.3,46777,37.1
40055,OK,Greer County,34.935263,-99.552968,9.8,37445,36.6
40105,OK,Nowata County,36.789615,-95.613312,18.6,45734,45.4
40129,OK,Roger Mills County,35.708554,-99.741572,3.2,53871,37.2
40149,OK,Washita County,35.290177,-98.991962,11.6,47484,42.9
41021,OR,Gilliam County,45.381666,-120.211851,1.6,54325,31.2
41055,OR,Sherman County,45.399216,-120.678512,2.1,58838,33
41057,OR,Tillamook County,45.455743,-123.759327,22.9,52486,31.5
41069,OR,Wheeler County,44.736411,-120.026875,0.8,39579,37.1
42077,PA,Lehigh County,40.614241,-75.590627,1012.5,62139,32.9
42113,PA,Sullivan County,41.43979,-76.511525,14.3,48998,48.5
46007,SD,Bennett County,43.184826,-101.676426,2.9,37071,32.1
46025,SD,Clark County,44.855211,-97.724912,3.9,48517,40.3
46037,SD,Day County,45.362283,-97.593734,5.6,48023,37.8
46043,SD,Douglas County,43.391506,-98.358433,7,55159,36.6
46049,SD,Faulk County,45.065476,-99.153564,2.4,49068,33.3
46063,SD,Harding County,45.596612,-103.473867,0.5,55017,32.9
46069,SD,Hyde County,44.537301,-99.492148,1.7,52496,42.8
46073,SD,Jerauld County,44.063416,-98.623188,3.9,47689,40.8
46077,SD,Kingsbury County,44.362969,-97.499313,6.2,54609,37.9
46107,SD,Potter County,45.064276,-99.949631,2.7,54722,36
46111,SD,Sanborn County,44.021032,-98.092105,4.1,54874,40
46125,SD,Turner County,43.30867,-97.150185,13.5,62792,33.1
47023,TN,Chester County,35.416639,-88.605505,60,47508,40.7
48011,TX,Armstrong County,34.964179,-101.356636,2.1,57210,24.4
48033,TX,Borden County,32.744062,-101.433033,0.7,66101,26.1
48079,TX,Cochran County,33.60844,-102.830449,4,42873,30.9
48107,TX,Crosby County,33.609144,-101.29871,6.7,37911,35.9
48129,TX,Donley County,34.955036,-100.815846,4,40945,31.9
48151,TX,Fisher County,32.740473,-100.40312,4.4,45261,34.3
48159,TX,Franklin County,33.175846,-95.219066,37.3,48222,30
48253,TX,Jones County,32.743709,-99.87443,21.8,43903,40.3
48261,TX,Kenedy County,26.890232,-97.591233,0.3,42153,21.1
48263,TX,Kent County,33.18478,-100.76972,0.9,47625,32.7
48269,TX,King County,33.614159,-100.250548,0.3,57925,37.7
48301,TX,Loving County,31.844936,-103.561229,0.1,78637,20
48333,TX,Mills County,31.494889,-98.594623,6.6,47068,30.4
48359,TX,Oldham County,35.401921,-102.59762,1.4,56590,33.4
48387,TX,Red River County,33.619626,-95.048429,12.4,42233,40.2
48431,TX,Sterling County,31.835774,-101.054911,1.2,59064,45.9
48443,TX,Terrell County,30.232332,-102.072539,0.4,41413,29
48447,TX,Throckmorton County,33.170712,-99.206137,1.8,42701,36.9
48483,TX,Wheeler County,35.392593,-100.253107,5.9,48018,29.9
49009,UT,Daggett County,40.890099,-109.505786,1.5,58910,41.4
49015,UT,Emery County,39.009028,-110.721111,2.5,54213,33.9
49039,UT,Sanpete County,39.380588,-111.570451,17.5,52910,27.7
49055,UT,Wayne County,38.261229,-110.990323,1.1,47175,21.9
50009,VT,Essex County,44.724021,-71.732736,9.5,43671,45.5
50013,VT,Grand Isle County,44.801788,-73.300758,85.2,67746,28.1
50019,VT,Orleans County,44.828442,-72.25163,39.3,48688,38.3
51045,VA,Craig County,37.473129,-80.231734,15.7,50858,43.1
53013,WA,Columbia County,46.292851,-117.911635,4.7,53700,24
53069,WA,Wahkiakum County,46.294638,-123.424458,15.1,55692,29.2
54085,WV,Ritchie County,39.177112,-81.066317,23.1,43717,48.4
54093,WV,Tucker County,39.111175,-79.559968,17,48070,49
54101,WV,Webster County,38.492985,-80.430262,16.5,34054,49.7
55001,WI,Adams County,43.973763,-89.767223,32.3,43000,42.8
56011,WY,Crook County,44.589266,-104.567298,2.5,64053,29
56027,WY,Niobrara County,43.062159,-104.468373,0.9,51036,31.3
56031,WY,Platte County,42.130319,-104.960809,4.2,54165,37
