UT,San Juan County,37.623064,-109.78932,1.9,42982,30.6
UT,Sevier County,38.746825,-111.81193,10.9,54339,33.1
UT,Summit County,40.87206,-110.968486,19.4,105374,15
UT,Tooele County,40.467692,-113.124015,8.4,73584,30.3
UT,Uintah County,40.125887,-109.517748,7.3,63631,35.2
VT,Chittenden County,44.460676,-73.070525,291.7,74240,19.2
VT,Lamoille County,44.603504,-72.638356,53.3,60230,25.1
VT,Windsor County,43.588143,-72.591515,58.5,57438,30.1
VA,Clarke County,39.115931,-77.992004,79.7,84021,28.9
VA,Northampton County,37.302629,-75.923868,58.5,43157,35.9
VA,Rappahannock County,38.684522,-78.168824,27.7,71035,28.7
VA,Richmond County,37.942894,-76.730561,48.3,49399,38.8
VA,Warren County,38.908187,-78.207131,176,65635,36
VA,Westmoreland County,38.109191,-76.80417,76.1,51414,32.6
VA,Galax city,36.66564,-80.914308,854.7,36571,33.3
VA,Waynesboro city,38.067157,-78.90142,1396.8,47117,32.8
WA,Franklin County,46.53458,-118.906944,62.9,60483,26
WA,Skamania County,46.024782,-121.953227,6.7,64344,31
WV,Brooke County,40.272645,-80.578691,269.8,48342,41.7
WV,Jefferson County,39.307399,-77.86322,255.2,75027,32.1
WV,Lewis County,38.988844,-80.495518,42.5,40691,49.5
WV,Marion County,39.505839,-80.243402,182.7,46244,40.2
WV,Marshall County,39.854717,-80.671378,108.4,50064,43.2
WV,Monongalia County,39.633645,-80.059074,267.1,51070,28.8
WV,Ohio County,40.098932,-80.620728,420,48689,34.8
WV,Pendleton County,38.686836,-79.333707,11.1,40415,51.9
WV,Pocahontas County,38.332513,-80.012092,9.3,39467,47.5
WV,Randolph County,38.781087,-79.867783,28.3,40064,48.4
WV,Tyler County,39.465981,-80.879493,35.9,46054,48.7
WV,Upshur County,38.902537,-80.231335,68.4,41213,48
WV,Wetzel County,39.596574,-80.634394,46.3,44685,50.7
WV,Wirt County,39.020034,-81.382975,24.6,44837,43.2
WV,Wood County,39.211679,-81.515928,237.4,45278,34.9
WI,Buffalo County,44.389759,-91.758714,20.2,59087,41.5
WI,Forest County,45.666882,-88.773225,9.2,45156,38.6
WI,Marquette County,43.826053,-89.409095,33.8,46964,41.8
WI,Monroe County,43.945175,-90.619969,49.6,58391,37.3
WI,Pepin County,44.627436,-91.83489,32.2,56348,39.7
WY,Big Horn County,44.525654,-107.993321,3.7,55195,29.1
WY,Campbell County,44.241321,-105.552029,9.6,78112,34
WY,Fremont County,43.055303,-108.605531,4.4,51204,31.1
WY,Laramie County,41.29283,-104.660395,34.2,63839,25.8
WY,Sweetwater County,41.660339,-108.875676,4.2,73315,33.3
